,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
200611,978422,193911.92,1666491.3,1183330.27,2641947.2,886666.16,1394442,1605028.55,597659.26,4925129.15
200612,990305.16,197123.46,1716286.32,1280774.66,2689375.84,891868.32,1370881.04,1597576.32,613227.27,4979605.95
200701,1005151.25,194668.02,1719755,1250975.55,2653057.29,845251.3,1382673.46,1593199.97,616183.35,5124545.75
200702,1018231.14,195300,1766178.96,1234495.35,2702387.24,866994.76,1430830.53,1646374.14,616007.84,5171503.4
200703,997153.63,194054,1750265.55,1202022.31,2631011.74,833202.63,1392227.2,1595938.14,639504.32,5030541.12
200704,1017445.44,191743.2,1774245.06,1273533.67,2640033.5,851631,1397626.74,1583955,665765.79,5004671.42
200705,1050527.9,203686.56,1848035.28,1342060.5,2764559.75,867035.4,1423309.44,1690654.35,676766.2,5162639.73
200706,1077595.32,210215.61,1927828.89,1431129.6,2864728,924264,1452758.01,1688374.4,680703.91,5320802.7
200707,1056113.76,214032.97,1910829.1,1465031.04,2874588.47,1091720.94,1406113.8,1652286.51,686403.3,5115002.1
200708,1009032.96,201311.28,1904332.85,1449296.64,2834933.04,1053865.28,1329600.33,1579176.54,652137.19,4808061.72
200709,1026284.77,197308.8,1910393.16,1449748.96,2877074.55,1044458.69,1345256.64,1599414.3,661877.43,4825855.8
200710,1060126.9,200277.95,2009981.98,1562320.32,2968344.5,1064263.97,1323036.26,1648876.86,652186.08,4909900.32
200711,1082831.1,201807,2022618.56,1600700.5,3164510.48,1008012.33,1332408.48,1658041.2,694966.07,4879236.98
200712,1078490.45,183762.81,1949500.77,1532716.5,2922477.78,939449.16,1278314.8,1649376.75,687271.7,4550539.04
200801,1062399.31,176984.08,1962817.5,1648720.5,2961536.62,936004,1241935.28,1574463,691976.48,4351215
200802,1008711,166338.34,1813052.16,1493803.1,2594685.36,856463.76,1235969.28,1496984.58,643238.74,4252573.63
200803,1005523.2,156130.66,1822831.12,1595878.4,2494720.04,823362.07,1173330.6,1471251.6,621233.14,3881895.85
200804,1012412.55,149416.86,1811390.4,1550612.18,2504105.04,820750.56,1193234.08,1442777.7,625243.12,3801949.56
200805,997711.65,159254.6,1898646.03,1716271.2,2673685.92,850852.74,1250003.85,1437321.52,664216.14,3933888.84
200806,1033414.2,161617.52,1944773.5,1786090.32,2813540.52,891065.82,1261189.6,1454632,685147.96,3825352.42
200807,1013064,136172.4,1742291.4,1839382.85,2530215.78,799222.08,1130109.75,1414195.5,659886.04,3299084.28
200808,1031745.47,135734.55,1734543.96,1545396.57,2493452.8,770535.7,1141506.48,1507924,611256.42,3427824.75
200809,1050413.94,138878.25,1757068.95,1538561.52,2547620.1,801333.12,1198736.28,1526610.4,601115.55,3419310.4
200810,990826.97,125938.05,1520234.1,1346265.12,2223722.57,698927.04,1124377.44,1432344.3,526914.15,3170897.8
200811,818617.92,84669.52,1199958.48,1113152.4,1811341.35,580664.7,951451.3,1267875.84,467749.8,2518546.8
200812,761954.35,74780.16,1102475.5,1102801.1,1601551.35,569584.95,876877.76,1160749.12,470280.72,2198398.29
200901,747900.61,75537.11,1115765.7,1067611.49,1637159.04,587925,917905.65,1235676.72,459009.2,2187464.25
200902,720250.1,66046,1010504.88,1034313.91,1585644.96,522938.96,845965.12,1206985.08,450564.23,1782540.92
200903,664819.5,57312.36,870358.05,905496.6,1502347.22,485209.7,818310.9,982237.08,390999.33,1525541.12
200904,701118.18,64537.01,919038,938958.24,1671495.8,511536.9,897720.36,1049046.74,400467.09,1718860
200905,734049.54,91907.75,1077499.76,987324.72,1877475.84,560870.1,982699.76,1037435.85,408149.86,1998194.28
200906,782901.56,88822.44,1132358.7,1088674.5,1932316.34,568048.2,972111.6,1098278.16,424787.45,2148862.76
200907,703123.47,91421.35,1095516.72,1009531.89,1988109.42,557942.66,950379.43,1139005.68,445914.56,2171655.22
200908,754851.96,108151.7,1218451.5,1060465.12,2151848.14,584269.88,1013869.85,1199881.54,464476.48,2361561.75
200909,760433.63,110296.14,1251005.91,1064053.76,2199229.5,589756.65,1048843.34,1220548.89,462774,2547660.8
200910,788504.2,113574.39,1329719.04,1118722.5,2309283.27,626638.48,1072581.72,1178235.08,472107.71,2617578.99
200911,782480.93,113241.88,1289901.44,1142437.76,2273178.78,580094.46,1071785.52,1085653.5,458360.3,2477825.31
200912,810255.6,123763,1383133.69,1174574.24,2378678.42,615666.76,1124417,1171358.28,476415.17,2608289.18
201001,827974.9,129927,1419372.9,1167446.56,2510187.82,653222.4,1144069.41,1198140.23,502859.39,2625809.13
201002,808085.68,128749.4,1370487.14,1112169.2,2306835.96,604435.6,1122313.28,1196907.02,479402.17,2541430.06
201003,817302.6,137928.24,1432195.68,1130990.25,2412397.95,621449.15,1169039.28,1196280.6,474676.53,2623337.6
201004,861255,150604,1519156.64,1159441.92,2567407.92,669802.25,1239277.2,1237459.8,487904.82,2839513.6
201005,852546.57,161397.44,1565737.04,1200863.6,2620986.3,690598.26,1270017,1208946.33,500992,2896197.72
201006,803287.56,147157.68,1431906.96,1037397.9,2415633,648568.05,1199620.95,1105291.06,466897.97,2634924.6
201007,777937.28,145919.05,1374154.44,975901.89,2280545.34,617773,1089753.28,1152268.8,475491.12,2760204.81
201008,834559.6,167792.8,1494196.24,1050372.87,2446909.92,673193.07,1138232.09,1174741.29,506883.52,2964790.85
201009,823395.69,151647.38,1408407,1009654.14,2282424.24,657605.52,1090244.59,1146350.04,505797.98,2737179.52
201010,869321.37,172176.98,1548966.3,1106385.17,2557803.04,708481.2,1217584.83,1240031.31,522751.78,2966002.4
201011,899524.08,186584.04,1620990,1151118.6,2717140.5,738314.36,1246174.36,1260609.12,531567.55,3039668.83
201012,897944.62,199910.94,1640316.37,1210736.28,2684361.05,723902.48,1296140.85,1214070.77,520163.13,3047598.76
201101,932131.9,216751.08,1745945.65,1323511.67,2842234.2,770999.32,1335239.44,1277710.36,535348.48,3336685
201102,909687.9,217750.26,1792887.12,1414600.22,2950443.89,767080.3,1322573.7,1265476.5,538800.57,3400180.56
201103,949176.14,214306.4,1850673.32,1517513.97,3006375.2,823567.68,1346523.75,1299898.35,549185.67,3485617.2
201104,972292.86,217939.92,1882537.14,1545704.02,2952837.4,825855.9,1358630.64,1306269.12,552033.9,3449045.1
201105,1016243.36,222736.8,1931484.8,1565554.3,3037142.64,849678.1,1418158.56,1388068,573148.62,3478715.5
201106,1034302.98,214533.44,1886331.06,1472635.08,2974587.21,854342.5,1424583.99,1403821,577892.28,3384318
201107,1011712.65,258183.36,1853795.43,1521686.25,2938315.04,841310.81,1374973.6,1389282.84,601703,3852603.48
201108,1006664.4,235128,1763977.84,1516513.9,2924064.36,794774.05,1364811,1335523.09,598399,3704763.25
201109,995931.36,206642.88,1651081.59,1349456.64,2710603.08,741554.55,1321994.8,1290056.95,596153.25,3416025.6
201110,942636.4,177358.08,1464790.6,1180618.32,2576589.84,696455.1,1266846.39,1230607.62,584892.99,3058410.88
201111,1002768.26,218446.8,1662855.04,1373623.43,2878704.07,745920.45,1389360.01,1291915.52,619717.7,3462807.8
201112,1013235.78,200681.8,1675870.05,1386101.76,2812012.8,744026.78,1402027.2,1303947.9,620049.22,3398302.56
201201,1028466.28,197953.4,1660174.85,1377257.09,2767435.14,765515.27,1409763.9,1338833.16,636353.28,3425129.64
201202,1032441.98,224467.9,1765943.4,1393501.32,2983207.92,779183.54,1465607.36,1380605.6,618622.08,3653199.88
201203,1071684.38,237652.95,1829632.48,1478867.11,3178474,817601.36,1509800.23,1390595.18,609967.88,3783864.72
201204,1108536,239748.65,1838533.41,1429868.37,3324020.73,837182.75,1546142.08,1441413.7,612033.93,3955700.76
201205,1116957.6,219044.44,1822912.38,1405140.8,3240395.48,846270.68,1560013.92,1448616.96,601231.96,3876710
201206,1085272.02,200851.68,1672849.11,1247695.26,2979578.41,836744.31,1506628.5,1395190.12,591747.52,3590984.8
201207,1091363.68,193984.48,1624182.84,1335392.19,3167934.66,886742.1,1497485.66,1467522.56,604530.9,3749699.5
201208,1105588.22,194517.12,1635223.41,1369525.1,3148050.18,918784.38,1514869.52,1475061.95,626508,3708728.21
201209,1106542.44,202018.56,1685364,1396910.4,3280280.94,928122.48,1550670,1484402.7,601762.5,3804533.09
201210,1109415.49,209124.45,1705993.92,1439123.72,3323738.32,971566.32,1577735.68,1550512.74,613272.6,3941766.46
201211,1089726.72,221103,1690330,1411573.35,3111510.92,944444,1560393.25,1518500.69,619094.7,3960848.95
201212,1122964.05,227685.86,1728819.25,1384212.48,3143119.98,944125.38,1579610.5,1532098.76,590546.15,3940608.74
201301,1084700.47,243734.48,1770166.08,1401014.28,3145236.48,951580,1553508.32,1520100.06,589522.65,4061926
201302,1136290.18,251943.5,1872071.1,1508242.4,3221518.02,993824.17,1637458.9,1639747.75,618380.9,4334887.48
201303,1170868.48,251516.64,1891623.44,1506751.64,3230345.14,1015247.59,1649035.41,1658015.88,628634.59,4399730.56
201304,1224511.06,261417.08,1934898,1537007.4,3311090.07,1072655.1,1722819.36,1763399.4,662240.1,4570227.34
201305,1270304.88,270698.96,1944552.72,1509977.6,3326652,1112911.68,1767308.18,1800480.71,695020.58,4604742
201306,1216281.15,296679.76,2005998.72,1544349.51,3461761.22,1077218.3,1802055.84,1823779.75,642318.16,4874427.8
201307,1201217.99,276341.13,1974292.74,1466986.96,3393165.6,1040611.2,1765786.92,1885399.2,694097.36,4838523.28
201308,1234871.05,300694.64,2086152.08,1539570.24,3592570.2,1075012.4,1868854.05,2029491.1,725057.52,5096709.3
201309,1180801.16,296577.19,2042108.64,1503984.72,3574168,1038861.68,1785920.31,1948767.76,689652.48,4901703.52
201310,1197269.37,314109.9,2145754.8,1531593.6,3683886.06,1079631.36,1862958.5,2013361.28,694539.12,5080828.8
201311,1251735.64,315115.18,2238394.37,1603513.41,3825520.47,1135922.32,1951779.06,2088075.57,716383.36,5256967.59
201312,1265577.81,321050.59,2298646.57,1609283.72,3941902.2,1139105.36,2019090.29,2175949.26,694994.28,5484438.9
201401,1291078.69,324172.71,2365942.16,1656148.1,4101540.96,1178651.56,2018614.5,2178165.15,705132.39,5644637.62
201402,1216297.43,311888.93,2260137.24,1539278.66,4050336.24,1127369.84,1885630.94,2199136.68,721508.4,5388598.25
201403,1257405.04,336230.4,2376027.9,1617905.64,4253236.76,1156683.71,1983506.04,2335231.86,740169.9,5562475.44
201404,1290860.44,332330.24,2380003.72,1656091.3,4214025,1155560.4,1968666.96,2272902.88,758035.35,5681696.02
201405,1294614.3,332657.6,2397519.32,1749455.55,4155490.56,1154369.7,1948026.25,2262159.9,787224.72,5582754.62
201406,1336218.28,334435.2,2422358.4,1754860.8,4288292,1199442.32,1962198.52,2299242.99,783403.68,5672798.16
201407,1367889.04,352364.4,2462818.38,1851257.97,4463397,1247715.04,2046706.88,2312920.4,838972.74,5686064.37
201408,1299866.89,335480.4,2356897.18,1783063.17,4475151.06,1249557.8,1996033,2292536.76,780654.16,5556256.2
201409,1370521.5,352591.2,2464369.16,1816348,4650125.76,1255092.93,2094680.25,2406730.95,819419.92,5791399.26
201410,1362298.06,318797.11,2402789.4,1669894.8,4585531.62,1231997.4,2062797.51,2402452.9,789281.68,5718660.78
201411,1397010.59,327296.64,2455763.04,1589432.52,4643555.35,1239412.22,2123499.84,2537881.5,840639.36,5886671.76
201412,1461199.79,341414.1,2503650.24,1425440.34,4811026.22,1274724,2254924.87,2600245.2,839733.84,6034996
201501,1420563.2,342439.83,2489672.15,1430066.55,4739355.4,1249975.76,2278307.53,2562429.09,852963.76,6092411.92
201502,1410323.08,327446.25,2388524.68,1367123.68,4569249.87,1184059.36,2266595.76,2594775.96,862148.32,5709006.62
201503,1479937.2,353478.39,2531739.45,1425122.1,4934002.63,1291159.76,2376680.66,2617013.7,820183.76,6087895.76
201504,1436989.68,351474.26,2476936.71,1385843.58,4804947.72,1259765.22,2389030.47,2625730.56,815738,6029046
201505,1447583.97,335446.44,2457829.32,1482090.33,4859102.8,1298444.55,2335255.46,2563799.8,817178.56,6054049.44
201506,1442055.45,338475.48,2475848.78,1399000,4943178.91,1308058.92,2352606.15,2676062.61,803545.05,6147428.2
201507,1346130.72,332965.92,2366049,1323165.62,4753454.6,1289318.25,2303639,2838395.04,814745.16,6098519.79
201508,1409843.52,322367.85,2297904.84,1202726.4,4859434.3,1301621.79,2400393.06,2932051.8,834427.51,6212220.2
201509,1349934.3,302246.99,2164116.52,1152399.86,4563781.66,1191535.47,2267678.82,2666834.28,797060.86,5814382.5
201510,1334684.98,291687.12,2068109.7,1084029.96,4490243.49,1159151.46,2222208,2460523.94,790135.77,5611616.6
201511,1422272,311025.18,2257193.29,1216497.35,4936449.76,1256269.56,2320307.2,2631227.9,804816.32,5959743.82
201512,1405577.06,316709.42,2256481.26,1223222,4962591.38,1230356.4,2336762.58,2642983.86,770396,6019332.9
201601,1410613.35,302718.58,2191005.12,1103205.2,4831268.28,1191344.28,2339755.64,2643991.56,749729.2,5806923.87
201602,1410022.6,261244.62,2031929.1,1051728.5,4490742.46,1181564.16,2239416.9,2386915.2,783633.84,5318558.85
201603,1402206.98,271463.46,2096636,1014320.45,4432793.93,1195011.72,2236925.25,2356093.44,786202.47,5290148.1
201604,1464847.84,299973.78,2210697.72,1123961.24,4796406.52,1265670,2359312.8,2421227.25,842377.74,5650662.08
201605,1455806.56,303669.81,2257231.45,1226041.16,4581670.66,1206124.8,2332610.1,2505930.9,834947.34,5767349.02
201606,1464469.76,299744,2235709.66,1207497.24,4801161.66,1199433.3,2351292.24,2557953.92,849790.94,5801373.72
201607,1640863.53,278863.2,2204389.23,1246185.68,4684680.6,1253776.42,2331333.82,2562218.2,910624.55,5556877.39
201608,1637201.77,302217.11,2288316,1210918.16,5041480.5,1275417.84,2410948.52,2711884.5,908021,5736966.83
201609,1624189.98,302690.21,2285370.2,1218322.64,5056884.77,1228279.64,2367265.68,2603907.39,863751,5900475.2
201610,1577209.76,296826.06,2277382.56,1253103.68,5172983.53,1234250.06,2349903.56,2608470.64,864663.76,5808004.05
201611,1573851.89,285396.21,2211058.08,1215932.55,5085800.46,1193272.2,2254812.2,2411604,858616.26,5837134.04
201612,1509844.12,306708.12,2340055.05,1325359.63,5074537.49,1263531.2,2345183.31,2434828.68,828307.62,6477401.75
201701,1558547.62,315829.6,2339851.26,1353302.93,5114018.26,1317914.52,2332539.03,2429564.2,854563.2,6653619.35
201702,1583040.48,323715.2,2412865.84,1294592.74,5344145.65,1355978.47,2353615.5,2475261.66,835386.29,6711846
201703,1640906.54,317752.22,2506321.73,1256694.12,5577771.5,1354570.14,2414656.8,2640140.96,865260.93,6941825.83
201704,1637433.2,315619.98,2494509.12,1239231.5,5693799.15,1364821.15,2429850.72,2630670.9,865282.26,6810291.84
201705,1644394.5,320362.38,2534901.6,1203781.56,5846841.84,1357044.15,2493502.14,2657151.21,867607.23,6814902.06
201706,1675136.68,318217.13,2553480.15,1151575.04,6032372.14,1330473.76,2521654.59,2639330.97,885867.29,6757040.15
201707,1530050.16,366312.8,2553078.55,1204343.07,5863734.8,1360660,2407632.21,2784315.6,905796.6,7075811.96
201708,1527194.94,361545.6,2603946.65,1221765.96,6081634.89,1424033.46,2393948.48,2794151.04,931478.94,7171683.36
201709,1490350.39,360483.2,2445024.66,1151827.58,6251640.68,1387085.95,2337009.12,2837055.76,946980.8,7123805.92
201710,1479912.36,378838.4,2545323.3,1278595.5,6276696.17,1361059.44,2394291.84,2862461.6,926251.2,7412742.15
201711,1480382.27,382712.8,2613605.42,1275807.39,6697148.48,1257292.5,2452677.9,2796120.36,953722.4,7553388.72
201712,1535618.56,379916.8,2699278.78,1306170.42,6753491.71,1303614.75,2643135,2831677.61,972061.6,7810632.06
201801,1559686.92,375592.8,2757951.65,1371454.83,6734725.35,1358272.22,2701355.1,2822091.66,921606.4,7911167.22
201802,1588495.92,383908.8,2870631.82,1409961.93,7237985,1392680.86,2950632.63,2996663.95,895136,8366324.12
201803,1484148.9,360296.09,2749904.64,1249371.39,7223388.2,1277652.1,2803063.76,2852688.16,850520.8,8064512.36
201804,1451816.96,339380.84,2687596.8,1285510.02,6968072.88,1244519.24,2727202.8,2791629.96,872651.38,7833381.78
201805,1393299.2,338265.36,2593526.63,1415353.85,6940210.41,1207754.73,2831616.46,2774948.58,895890.81,7861942.55
201806,1327026.96,347667.94,2644726.74,1457251.19,7405110.35,1118099.5,2849409,2834605.8,887034.72,7939952.8
201807,1354368.82,351877.68,2709443.1,1501158.12,7481475.31,1177964.55,2873544.24,2935365.51,932161.62,7786849.1
201808,1391481.46,346201.8,2844554.72,1516337.34,7643509.72,1202135.25,2962217.58,3108261.6,947340.42,8087988.78
201809,1374573.34,343845.6,2830706.32,1465752.4,8190744,1236719.43,3193515.41,3240381.22,951184.26,8266034.55
201810,1368631.44,330561.84,2819349.18,1491400.8,8160306.84,1257830.67,3205921,3296088.73,943184.58,8149228.13
201811,1364459.32,319242,2506420.94,1310873.85,7421240.82,1244729.64,2924792.64,2997255.06,934555.16,7530051.42
201812,1366747.89,335453.63,2614274.3,1272317.16,7264243.35,1275454.65,2937011.22,3177754.92,960451.8,7737943.44
201901,1207527.87,295805.36,2383905.38,1103867.85,6653203.2,1160041.11,2667097.96,2903073.32,904653.84,6900330.86
201902,1294990.02,326057.2,2612673.72,1213686.54,7274255.56,1220373.33,2883994.44,3034124.56,946576.5,7520395.48
201903,1311135.8,338259.86,2743524,1235199.6,7662409.65,1165258.64,2902532.94,3121009.94,976108.5,7706478.01
201904,1352543.4,319893.62,2712692.5,1257048.45,7927995.72,1168189.44,2996365.14,3136387.5,1006097.25,7598088.9
201905,1394811.6,330454.26,2818265.94,1258906.18,8392928.13,1235702.16,3132220.44,3037512.5,1014630,8091659.51
201906,1315823.6,290133.22,2547701.91,1101250.64,7662480.21,1197616.86,2935097.16,2925371.74,994791,7573461
201907,1445743.35,323361.25,2749297.92,1216452.38,8159737.28,1308340.74,3129620.78,3181867.9,1075056.48,8019992.4
201908,1469599.2,326407.2,2767240.11,1147761.15,8437937.16,1324199.01,3154564.08,3119562.9,1063558.44,8136163.28
201909,1446509.9,311474.93,2710293.82,1038445.37,8185137.42,1325387.32,3151076.46,3101104.56,1096070.48,7737715.65
201910,1465507.05,320916.18,2809868.2,1074865.01,8248047.67,1342230.24,3172442,3073885.62,1135038,7877514.06
201911,1462959.53,343123.66,2805930.29,1052048.25,8514270.72,1364910.96,3192046.04,3127150.52,1117944,8102261.85
201912,1491153.35,352246.19,2893064.07,1056101.64,8927135.36,1378513.61,3256504.68,3282095.3,1089646.5,8447298.3
202001,1537802.45,368873.58,2928397.5,1119033.5,9250514.05,1393899.54,3297057.5,3374833.7,1129865.25,8614912.28
202002,1530986.6,390001.23,2832319.55,984464.79,9548298,1357524.3,3322833.6,3308350.76,1183821.75,8492378.16
202003,1395872.88,360900.6,2582197.1,825157.53,8867980.46,1268448.35,3094280.71,3116779.12,1061754.75,7643118.32
202004,1226894.49,278255.01,2143162.1,538407.61,7950878.14,1061289.18,2855142.18,2941841.28,920633.25,6185144.32
202005,1324108.8,342704.52,2375679.2,712228.86,9154628.01,1157264.1,3367315.1,3258979.98,965665.5,6822198.6
202006,1366137.6,367245.09,2511063.78,707669.54,9900393.12,1212919.64,3501458.4,3380822.46,1005153,7081042.48
202007,1340258.4,431370.92,2523074.24,703857.04,10582337.22,1211963.13,3675412.65,3417062.4,980769.36,6936705.9
202008,1417679.04,512059.37,2631958.08,669585.6,11302963.4,1267276.28,4023510.3,3563056.8,1041385.72,7173857.6
202009,1478301.44,720704.56,2790741.4,654057.48,12486677,1335927.64,4346017.2,3653900.48,1013225.02,7679155.14
