,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
198507,156589.16,105741.27,304399.26,186589.26,204291.52,89242.66,148394.18,118999.47,163553.28,436135
198508,152228.24,107593,313732.71,185043.04,213069.21,84717.42,142045.36,118322.88,155059.2,432829.44
198509,145764.77,99533.67,307645.92,185850,206869.72,82888.2,140272.44,116839,156618.24,428269.5
198510,143840.82,95948,294664.29,183091.5,196739.52,78934.5,133281.75,108967.32,147211.34,404718.93
198511,142835.94,96559.92,303264.96,193118.13,202591.68,81682.48,142004.39,107018.4,155588.6,428270.84
198512,154219.68,105659.64,322604.4,189183.96,219315.42,86084.04,152100,116974.62,159297.9,456226.65
198601,161839.5,112452.06,336448.77,183016.4,236976.4,87237.15,158664.24,120884.94,165949.56,472900.67
198602,164522.27,114728.6,341236.94,166942.47,236033.88,83486.38,160780,121842.42,171458.91,487358.08
198603,181904.01,126434.91,373778.19,166402.44,246457.26,89246.34,172458,128275.7,180933.08,523934.66
198604,195212.68,136237.56,393951.96,166246.64,245350.08,92084.85,186918.79,143371.8,184030.26,544827.27
198605,195330.56,130463.76,386599.08,166896,254833.28,93041.46,185761.28,144248.64,176103.35,528828.69
198606,212121.68,132920.25,400902.88,177223.98,251012.18,97437.6,203100.92,153364.26,180693.52,551487.81
198607,209102.22,131988.06,402680.88,169263.47,250598.01,106174.38,212661.8,174708.44,199040.12,621034.38
198608,196864.08,119552.5,372870.69,159435.08,228303.12,102471.12,191431.94,164809.72,208392.86,577891.08
198609,201620.36,127994.16,393381.2,184408.41,238838.67,109435.89,194167.75,170967.3,223453.47,613881.45
198610,178466.22,116947,362183.4,182522.82,221289.25,98576.16,175618.8,149015.68,199946.88,557302.02
198611,193834.88,124259.85,382500.8,185581.44,222473.28,102836.37,184746,160162.8,209591.04,576861.54
198612,193807.08,129669.66,386925.68,189524.12,229052.86,106802.1,182908.06,161662.8,209418.13,566856.5
198701,185610.24,126412.37,378333.18,188202.76,218510.16,102123.12,169658.58,159367,201216.59,549271.19
198702,212271.36,149987.6,428839.62,214162.27,254344.02,107220.08,189019.43,177550,219080.82,608443.9
198703,223873.36,154597.03,443316.12,208545.53,277085.6,107184.88,206933.22,197011.2,213064.32,633697.88
198704,225388.8,160710.84,454688.5,233174.52,284226.16,107995.36,209955.52,197103.88,208222.47,626936.82
198705,216272.19,167007.24,447370.35,233006.85,296453.34,105022.72,203609.7,192165.36,198330.58,597246
198706,221165.87,164079.24,446989.9,220709.74,296075.52,106165.23,202905.2,193944.3,193238.52,594454.14
198707,264847.59,169249.17,470505,238994.8,304258.16,141009.12,232148.3,204487.96,203739.9,639774.72
198708,277663.25,180083.04,503006,246653.54,305745.79,147551.76,245095.68,215541.1,199408.95,656328.2
198709,283923.9,189737.75,513732.87,248985.67,327551.28,154753.64,252297.09,219230.64,205333.05,681906.32
198710,274689,181785.08,514352.91,239342.94,317203.38,157183.52,234204.98,211888.27,199397.25,667419.04
198711,216525.61,132509.61,371689.16,192912.5,234772.72,137141.68,167236.9,168311.73,184686.45,506634.1
198712,198427.9,120261.12,350316.06,170676.87,210191.17,124513.61,149154.77,151975.57,178699.95,468962.37
198801,212764.95,130108.03,385116.18,181862.68,234252.72,129083.04,161622.08,159763.52,178380.15,490248.07
198802,218772.96,135648.56,385819.5,197292.67,227809.35,140621.29,170328.48,169794.3,194395.76,519508.8
198803,229913.32,142673.9,411853.2,202393.6,243811.96,142314.48,187190.08,170872.42,189956.39,533769.06
198804,225513.76,134647.6,403896.92,207261.42,232158.72,136024.32,184206.29,166394.13,182626.25,524146.68
198805,224423.94,138021.3,406227.15,216253.25,237677,136061.24,187000.5,162977.58,181217.35,517432.5
198806,220825.37,139043.52,402003.88,213095.1,232571.16,138933.88,179434,160728.75,186195.84,520259.88
198807,230799.1,101360.7,484065.84,205486.26,271334.4,196167.92,192259.34,170775.5,192675.4,512642.6
198808,234302.5,100014.56,469911.78,211793.56,256823,195102.72,182663.52,171405.08,191047.36,507090.24
198809,233089.04,92828.4,445406.04,206102.4,234201,188842.2,176693.44,167446.56,189277.2,500400.32
198810,247375.1,96281.2,454481.72,200929.12,240663.78,201724,189276.9,173745,193256,518262.76
198811,267158.05,99127,455897.88,204200.9,239158.92,206508.95,187097.31,175351.77,197311.58,514313.8
198812,245684.47,97610.7,443329.6,201554.43,230359.03,206356.77,179295.1,170886.84,194715.88,493039.44
198901,247975,96857.86,455056.11,205049.52,240943.12,208215.07,181677.6,173727.02,193595.16,492718.65
198902,261640.32,103770.94,487167.92,217250.35,256951.82,226032.28,192880.38,185260.8,198053.34,524944.6
198903,257204.4,100080.82,473405.59,212400,245900.25,222964.64,188841.5,178536.6,192953.97,520326.56
198904,269916.16,98437.16,477780.16,220312.96,232128.75,233809.68,193631.81,186437.81,192835.38,534861.72
198905,258494.28,98459.28,502489.74,225685.2,243288.33,253228.59,203477.72,196005.92,199402,556985.88
198906,269237.4,100134.84,516477.48,228830.91,247889.4,267589.88,213092.56,201884.8,205469.49,576875.52
198907,262657.2,99336.44,512883.85,230182.54,224952.56,267784.86,214277.93,187903.76,216821.88,595777.74
198908,293867.37,103480.74,548947,238180.5,230626.76,288431,233105.4,213669.72,228591,639982.01
198909,287515.53,108312,570591.36,243321,235286.44,291049.62,238355.88,213863.2,225034.92,660184.77
198910,285157.46,103217.6,554086.26,246525.5,228795.72,301235.67,232831.3,204936.87,224937.9,667141.54
198911,277598.75,96888.24,528095.55,246844.4,218304.48,293994.8,221715.84,205396.38,226280.34,627906.84
198912,281635.25,95152.34,538930.74,254863.4,212792.58,299528.73,222077.68,213246.72,232044.12,625350
199001,284701.89,85767.53,548025.17,269547.39,209099.21,315101.88,224620.41,215030.6,241944.12,609349.84
199002,257625.76,82057,512709.62,257822.06,205943.4,271986.12,209940.5,198960.3,227925.06,552439.03
199003,256057.6,85690.2,521497.68,263668.02,213488.88,270732.24,213157.2,194294.49,226949.91,563493.28
199004,266840.31,87849.3,540904.23,262103.45,222713.9,281110.4,224063.4,200237.59,224004.76,559614.22
199005,265896.07,83860.83,524645.94,252345.5,217765.8,270215.2,218975.25,200391.94,210866.83,538675.62
199006,289377.66,89784,559593.61,265204.65,243678.89,295254.96,243934.65,224950.92,220555.29,586070.64
199007,296224.56,87014.11,547439.18,268121.96,260054.82,285562.3,249962.21,258168.78,223286.58,589836.51
199008,293555.06,83380.7,545398.44,289324.62,239368.22,269809.92,239157.2,264435.24,224248.86,566618.16
199009,271294.2,70913.97,476984.1,284070.08,209449.86,240440.2,209427.92,245411.2,207844.56,496462.05
199010,259241.84,63120,437096.4,279334.44,195352.29,242713.9,191477,234570,207814.86,444528
199011,265346.2,60658.5,428538.24,265981.2,188289.92,248306.04,185280.1,237346.8,220197.9,413498.1
199012,281985.8,62587.45,457916.43,268178.16,208445.94,255626.21,203929.8,259238.52,223697.52,455442.53
199101,293580.04,62170.25,478730.04,262088.28,216924.46,258959.26,210575.78,265666.29,224172.82,472825.43
199102,308462.84,66293.08,508972.02,256139.36,249254.72,258382.42,229918.46,277326.42,220153.14,507123.76
199103,339580.08,72740.31,536525.65,275613.75,264363.3,260169,247903.72,303986.93,229251.74,554820.95
199104,354838.14,73482.36,543045.4,278847.54,266067.67,265330.8,268435.44,320044,232101.6,569336.7
199105,351173.2,71499.12,542363.58,285302.16,258271.65,267065.4,273270.98,315836.88,230856.12,575494.53
199106,363125.75,81687,579239.36,279222.45,266757.65,262873.52,293133.04,329725.44,229699.88,602834.4
199107,358507.03,80022.39,544130.51,265291.47,257830.5,257334.83,284872.14,331404.22,226681.24,579571.44
199108,378459.6,79444.44,560652.12,278202,269650.92,262956.78,299890.08,359059.52,234761.34,605530.89
199109,398153.86,77383.6,569136.96,280863.84,269145.23,264640.66,310255.44,368402.25,241411.66,622509.81
199110,384180.94,75226,555016.25,278748,264819.03,265156.5,299938.65,366358.5,249165.84,616800.6
199111,381528.15,73480.55,562857.48,284002.8,269887.24,269508.72,293579,390420,251294.02,629476.98
199112,378672.5,67266.82,530012.34,259990.8,257173.25,253933.11,289466.93,379100.7,254392.2,593393.75
199201,432840.06,72290.7,589562.47,264557.5,280140.52,277717.87,326851.52,440171.75,265844.02,659550.63
199202,418615.7,79633.98,602117.16,253257.09,298646.95,269381.14,327612.96,415377.6,252745.14,672070.62
199203,422611.2,89034.45,612309.2,249594.75,308829.48,265786,335565.45,403550.75,248188.08,689112.97
199204,414913.44,89652.22,603154.76,242448.64,292652.52,260757.09,330808.44,380623.64,244298.88,667167.35
199205,417671.2,96469.65,620681.32,261510.62,289547.25,277345.53,319024.77,372159.36,249880.32,668401.98
199206,422688.5,94484.53,615122.27,266994.92,288527.28,263298.56,318903.45,375300.36,254583.9,675563.07
199207,420427.86,101479.16,605822,254248.67,296258.82,288512.64,335675.88,382525,264971.02,720244.35
199208,439701.9,101643.6,623586.15,267542.5,304347.2,302414.64,348262.4,404281.52,281664.72,741990.25
199209,442769.25,91652.82,599207.1,272050.32,289598.4,298776.9,345748.14,387540.84,278851.72,714924.6
199210,445831.33,91817.6,608406.81,272299.2,298960.87,303186.42,358375.42,367851.24,279666.52,736296.96
199211,441721.24,91637,612916.18,262603.08,305210.64,300273.72,373554.72,379919.64,277517,756616.05
199212,456856.6,99296.4,634809,253360.5,323608.02,311953.29,399794.67,397367.49,275371.36,799103.75
199301,456090.12,102510.8,642927.29,258067.92,323175.64,328017.21,401991.68,391195.56,281332.98,825876.78
199302,452017.8,112004.2,642203.64,265112,338307.4,330762.24,401815.8,364142.44,287306.24,850769.76
199303,442053.87,111414.8,650426.7,278498.51,336562.4,345584.88,395122.22,330629.26,303685.66,849287
199304,440762.87,117394.2,662645.76,289728.08,343703.36,355816.8,405732.6,332429.26,307497.76,880330.12
199305,399695.74,119849.8,661539.96,293095.16,330905.27,344323.44,372422.7,336550.74,306058.28,849645.12
199306,409579.73,120879.96,674798.04,295190.28,359363.16,358403.4,393612.45,347712.68,304372.42,861489.95
199307,411642.6,135356.85,674525.46,295143.87,385235.61,386705.72,393886.08,345645.09,322438.35,997990.31
199308,401664.2,137378.05,673843.82,296479.44,370082.86,393617.4,396148.35,323832.54,327666.3,1016142.24
199309,417987.73,137759.16,694394.2,306475.92,393238.23,414257.76,411065.43,332766.84,337958.4,1044881.46
199310,407812.21,138784.8,678150.03,310733.28,398234.2,411297.18,407649.52,334883.25,334465.95,1057895.16
199311,432249.6,148792.8,696797.4,304746.7,404268.84,420656.58,419549.12,354551.45,326919.45,1032268.12
199312,431360.04,149745.84,702582.64,284280.45,403227,394162.08,421585.8,357419.58,307047,1000024.44
199401,436187.52,156345.68,726779.5,285643.65,415037.64,391218.43,412582.86,365823.4,308325.22,1018353.84
199402,433796.4,166986.37,759720.5,299345.94,434475.06,397968.3,414838.74,364791.5,303816.74,1061460.4
199403,427589.82,159378,752785.92,288044.4,441143.01,375418.65,422295.1,343461.93,286965.91,1013780.04
199404,408811.41,149014.5,716266.25,277444.4,423259.2,360337.08,402479.6,318619.6,273937.92,967989.65
199405,413597.34,148071,716345.6,288796.2,415943.56,363960.12,403145.82,325487.92,278741.76,978207.29
199406,407225.12,143640.47,728957.88,288804.56,423954.99,369486.81,394757.68,338167.14,262174.08,1002131.7
199407,403710.52,147861,740217.4,294079.08,425406.24,402236.08,412518.2,340922.4,251896.32,1043621.5
199408,411545.4,152584.27,773114.12,303732,441420,413991.76,412360.87,344213.73,263882.88,1066342.68
199409,435660.5,151919.95,807391.24,300768.05,480743.04,405597.37,430383.55,378605.16,263961.6,1091234.1
199410,432656.64,144095.16,791773.14,294248.2,476918.34,399628.43,419628.33,383098.3,253756.87,1041692.76
199411,441206.68,141377.12,786066.86,315606.72,511067.37,398156.31,424018.41,385409.94,256950.39,1039764.08
199412,431184.16,133708.4,740500.97,297832.5,499219.11,374769.9,404327.84,385769.88,255268.8,982237.9
199501,435490.93,138503.95,767215.38,294730.24,511100.98,375987.04,392470.6,386440.44,254615.2,987921
199502,438768.26,130114.79,763465.92,295338.97,505704.88,390607.92,396321.36,408598.4,269377.92,1030701.45
199503,449284.41,136371.17,797937.3,306334.73,539013.46,395935.05,405807.07,414583.28,269978.94,1074815.03
199504,459879.42,138145.67,824167.97,321912.8,563067.68,395889.93,419056.5,421862.7,263732.49,1091883.95
199505,464592.81,139708.92,846428.05,329159.19,607476.96,397898.69,410442.56,434079,268025.23,1104875.64
199506,483642.9,145941.3,870168.85,339188.38,624626.52,399854.66,420667.38,439666.78,282417.3,1150113.16
199507,476032.06,193391.25,896583.5,331346.78,724927.32,436951.32,460381.21,463066.56,285011.52,1197112.88
199508,481561.4,197327.83,927462.1,338911.86,781837.65,456212.68,475421.76,485925.74,283056.66,1250567.5
199509,483977.88,198242.2,922203,330781.75,780622.92,473420.68,461276.2,488661.6,283902.85,1286973.64
199510,514361.4,196983.36,941113.6,334918.89,788509.96,492396,473029.48,524121,300179.15,1334889.09
199511,515412.82,187117.56,914724.2,334047.94,797664.08,485107.35,446478.6,519845.55,303681.2,1301851.06
199512,536593.62,196798.4,962261.95,347311.06,790173.6,496496.36,472887.68,544379.52,306578.3,1365374.97
199601,541544,202469.55,973491.2,367252.97,755758.85,514504.95,467853.9,573870.36,320601.3,1357475.32
199602,555575.58,209110.48,1004648.4,365599.74,768303.05,504552.99,465510.88,605159.1,325868.25,1399563
199603,572229.84,212340.39,1004123.52,366824.34,815523.96,492954.33,485079.6,596960.07,315530.45,1424529.72
199604,564840.36,221020.8,1036481.16,384922.95,778267.49,482785.8,510608.34,597744.48,312648.15,1414972.56
199605,565040.6,228374.94,1052516.8,397635.83,854794.55,493551.48,530861.04,592964.96,303625.7,1408347.51
199606,601238.91,232680.31,1074791,396347.6,886986.88,493358.28,553494.18,613633.5,305710.48,1426655.4
199607,627894.18,248917.52,1094184.45,415557.35,961929,524388.95,564948.97,672479.94,322332.9,1586676.9
199608,601740.5,237941.98,1046031.07,395923,884935.8,477952.29,521885.76,630374.08,302573.05,1512798.72
199609,596316,242635.7,1069648.32,404968.23,922920.54,472473.68,550997.98,655348.2,309427.3,1562364.72
199610,616177.98,248099.84,1133114.3,420433.16,1019132.76,472165.2,569258.2,702724.88,310054.45,1634232.6
199611,622504.15,247866.72,1149749.08,444823.96,1005771.08,467023.05,556070.45,696824.1,320075.9,1690148.74
199612,653416.2,252950.5,1202469.52,465780.24,1124626.5,492932.44,570434.55,742002.4,326648.95,1808085.24
199701,654890.04,244427.55,1192303.84,469331.96,1086876.96,493053.2,549708.9,719550,325701.75,1760058.72
199702,689962.55,251624.05,1242363.34,489467.22,1187522.28,503014.05,547412.8,787429.44,327091.28,1859967.75
199703,716963.4,251716.55,1248966.25,458891.46,1097471.92,512064.18,563132.44,792802.87,323359.17,1902042.91
199704,677542.86,241166.96,1200217.86,482585.58,1035567,454506.27,552090,732058.08,312992.22,1781743.32
199705,711776.1,245820.24,1262674.38,482647.68,1116333.4,461649.08,561041.82,775783.8,307630.32,1865697.33
199706,752760.64,261135.42,1358577.65,514227,1219772.16,491797.8,594156.03,826894.56,309924.16,1936807.3
199707,794688.96,224196.52,1469714.38,546026.65,1324951.28,551575.56,665922.22,931280.57,320400.06,2137982.74
199708,820944.7,240313.9,1550012.36,583580.25,1533028.38,539709.75,715529.43,948240.12,322565.16,2314705.47
199709,768195.99,242943.5,1459414.67,582531.24,1504813.2,524276.48,694576,886789.28,317259.6,2195757.04
199710,808421.6,255588,1503648,615449.02,1556683.24,569601.27,729911.79,941719.35,330555.72,2355304.19
199711,781940.16,245725.48,1412779.62,601174.76,1423689.75,587144.4,712985.28,929688.2,330440.98,2276787.68
199712,829805.21,241013.22,1467885.42,577358.08,1440065.7,646408.68,748750.99,952164.29,352447.71,2322044.15
199801,858524.41,250362.35,1460101.42,565667.76,1377406.26,672817.73,744207.31,984459.2,376071.42,2425174.62
199802,833082.32,251132.4,1469479.77,533104.55,1447088.64,704003.53,749715,1038612.64,358584.42,2353509.9
199803,875005.96,281119.02,1571054.28,562379.91,1595672.64,719649.36,825004.91,1093307.95,365510.94,2536198.8
199804,922710.25,298260,1635721.8,589038,1615399.95,788294.64,876971.04,1131826.74,387311.58,2642167.38
199805,893200.04,300273.54,1654911.44,611137.34,1695309,763145.6,872455.81,1152458.32,374569.5,2677474.8
199806,901648,321202.78,1609134.48,580052.2,1565746.2,721259.76,890379.75,1122528.48,361136.32,2582213.75
199807,933908.14,318172.8,1604971.04,599436.6,1808950.44,826183.99,991193.16,1213979.01,397311.37,2864681.28
199808,895134.25,313131,1507548.72,552370.45,1809189,854588.3,953874.72,1207120.8,374966.77,2806907.56
199809,778028.3,252446.4,1287334.4,486543.26,1484490.25,713758.08,816005.61,1055611.7,381521.25,2201634.2
199810,785565.88,255949.76,1288275.3,549646.04,1706859.96,778699.9,826858.55,1173292.05,410425.85,2142956.2
199811,868998.06,252890.52,1430043.51,556494.63,1814385,824001.6,910127.76,1217156.08,401920.51,2289246.16
199812,919183.2,264453.93,1478274,555416.96,2022583.5,853717.8,996264.32,1289943.2,405825.99,2405961
199901,920011.4,275267.22,1508000.55,490823.2,2316484.46,974851.74,1084335.04,1346300.56,415751.06,2459016.09
199902,888192.02,289112.88,1515120.75,463690.92,2665490.88,1058833.5,1102838.15,1347851.86,388012.68,2481391.38
199903,851408.34,275601.5,1476437.31,444761,2347442.7,992670,1082106.81,1348329.95,368939.2,2474303.04
199904,832221.06,273200.4,1537919.58,512966.24,2530918.74,985249.96,1109097.99,1381395.48,361192,2527235.43
199905,862782.76,300510.32,1673532.9,593770.62,2588022.89,1060160.16,1108973.44,1302563.16,385654.5,2692426
199906,871522.86,282920,1607766.6,572663.52,2535017.6,1016258.64,1067432.67,1263340.21,410068.95,2580684.95
199907,877316.25,257264,1731788.64,587232,3117132.92,1256365.11,1160662.65,1336041.45,403511.46,3083139.84
199908,855121.15,238012.78,1703280,593931.6,3053870.82,1229872.8,1099935.7,1275311.73,396717.85,2880504.69
199909,814678.4,239949.38,1693224.72,602279.1,3216828.84,1127152.18,1027312.78,1319248.8,397098.24,2719712.18
199910,746636.8,220635.48,1639556.84,578673.2,3202820.64,1095148.5,1038734.34,1220015.79,373216.24,2572305.51
199911,794174.73,229773.96,1697634.45,568765.68,3297868.08,1195577.46,1072554.12,1347374.24,373692,2850004
199912,782131.14,224389.8,1672481.52,502483.66,3702883.39,1245772.74,1116284.91,1364194.8,344292,2764451.97
200001,760418.48,229926.19,1833625.08,505553.4,4451556.96,1292873.76,1187520.13,1286254.29,328169.28,2784621.81
200002,723716.37,227171.36,1684944.8,510013.35,4231007,1232320.26,1048124.74,1382018.7,341834.6,2648338.07
200003,677604.25,208364.58,1607488.35,479859.08,4985021.76,1184901.2,1006042.58,1340473.89,311519.78,2450520.82
200004,727422.4,230159.24,1738312.75,513141.48,5170658.24,1273827.8,1135171.12,1310648.64,325073.74,2773020.5
200005,712940.73,249688.55,1746369.5,502595.31,4613812.4,1125853.67,1086010.64,1377608.12,348640.44,2673367.73
200006,756395.6,216027.36,1707407.88,547921.64,4086841.48,969554.32,1055825.12,1325509.61,356172.6,2744987.03
200007,682543.08,178569.45,1224601.11,595020.15,5302116.53,1237568.28,1073006.66,1567058.31,341771.16,3388340.45
200008,682715.04,186121.41,1214976.94,576891.6,5016803.04,1127711.9,1057431.86,1467936.08,351339.68,3568117.04
200009,668898.46,193019.4,1290463.77,617638.56,5634643.84,1116872.75,1030171.45,1511513.26,388846.9,3876791
200010,667192.5,184974.3,1210171.9,644367.83,4774819.58,1070526.72,1055748.65,1563873.21,412867.08,3875580.27
200011,717667.16,186976.72,1252156.16,624515.24,4409747.3,1062470.5,1039118.69,1601170.45,394302.5,3805405.92
200012,711611.92,165215.89,1203176.11,602788.67,3376045.9,897442.2,1023617.7,1609375.54,396397.02,3535653.6
200101,745832.1,166797.06,1285325.28,649264.7,3105506.32,857333.44,1080548.28,1664872,402655.33,3639899.4
200102,730954.84,188110,1273239.24,622513.62,3606268.21,945787.5,1149950.34,1514615.68,358599.23,3608441.58
200103,726354.63,185161.6,1215700.47,619998.45,2667649.25,852128.91,1087816.01,1505514.6,376101.88,3431883.16
200104,689494,179379.2,1125525.78,617879.6,2298918.57,803347.44,1051670.24,1376337.2,381285.52,3279210.33
200105,694968.96,193779.14,1218463.68,680230.35,2708015.31,811310.22,1109963.4,1429878.4,401171.68,3464929.14
200106,717129.4,188615,1251069.44,678278.72,2614350.2,800044.44,1124475.75,1460158.47,397260.63,3574624.68
200107,738809.75,174162.96,1106415.08,643329.3,2903514.9,1016144.9,1090373.76,1622490.79,430288.68,3699031.64
200108,720235,179777.98,1110558.15,621528.84,2680685,1000397.83,1136701.2,1655537.94,413763.2,3585585.5
200109,736484.14,158299.46,1086558,589150.26,2338772.28,907924.14,1056403.65,1600491,413376.32,3374835.28
200110,712155.38,131461.2,945997.92,516653.83,1892979.12,885177.6,954145.5,1590409.42,385768.59,3082853.83
200111,719196.66,132310.8,981203.63,536879.4,2185146.6,799712.76,969159.6,1606292.28,385418.74,3056256.6
200112,721272.39,152318.79,1060525.28,512308.68,2524156.51,847164.4,1066606.52,1684935.76,377148.36,3283820.82
200201,733602.15,150807.15,1082611.02,536620.85,2508393.78,869407.5,1113714.09,1633928.82,390222.58,3380900.4
200202,747286.88,155034.95,1098863.22,520508.6,2492329.77,803342.05,1144227,1592818.08,367788.54,3275379.36
200203,779014.6,159344,1136209.6,544702.62,2162583.83,783266.28,1132221.57,1582747.5,365187.2,3251075.52
200204,805401.94,170231.04,1191178.56,586976.85,2299398,785298.66,1154484.36,1588636.85,400893.2,3423770.46
200205,826537.7,173177.76,1171889.1,560975.76,2007777.45,682885.44,1137875.64,1466792.64,397955,3288824
200206,837450.24,172207.84,1164973.04,555332,1929300.66,702770.07,1120839.68,1431686.41,368360.46,3270435.84
200207,812514.4,158512.84,1135738.95,600543.61,1671673.51,644402.25,1085737.62,1322331.6,352750.2,3317202
200208,757455.93,138834.9,1037268.4,528703.85,1509779.88,566883.24,961937.6,1287118.35,306360,3096813.6
200209,775256.46,138970.6,1021732.75,513415.5,1494846.47,568726.02,979751.45,1293431.9,314851.6,3127497.15
200210,712760.7,123453.65,935947.46,468381.14,1242809.1,515425.3,886920.6,1216702.63,279700.7,2785982.22
200211,749526.6,119161.92,970135.6,483415.5,1483647.49,600450,937122.84,1284391.87,276829.15,2953714.96
200212,738682.8,126714.56,1027908.57,496052.64,1722022.75,670961.27,954290.7,1329773.5,279770.85,3085597.07
200301,736176.87,117302.58,988174.72,499596.48,1496425.1,609097.32,886677.58,1272824.28,285055.86,2920288.15
200302,700575.12,113298.96,946114.95,487448.64,1471972.76,585260.91,844154.94,1263543.37,275191.44,2847500.91
200303,676057.92,107180.79,922343.38,494461.11,1487773.7,547431.05,833507.58,1234553.75,262873.74,2753903.23
200304,655041.42,104043.45,933355.28,499999.04,1472531.55,543640.74,869054.04,1219714.8,270106.16,2770461.46
200305,685347.2,119576.1,990483.3,496923.32,1608210.75,601663.29,946071.9,1271167.19,289608.83,3093050.4
200306,745040.56,122586.45,1033855.93,538302.75,1764047.62,638725.08,977107.2,1318423.96,317323.21,3246828.3
200307,739607.31,119225.4,1052485.75,554482.53,1818908.88,721120.42,996357.06,1387885.2,338895.2,3317704
200308,721244.64,126870.64,1102981.88,539078.72,1917983.61,706472.91,1028332.26,1394082.36,320089.28,3415926.5
200309,724911.76,136441.01,1146691.8,570233.66,2032892.4,712528.84,1097310.28,1355830.2,324626.16,3430186.25
200310,729978.15,130745.64,1102622.22,556647.75,2009962.96,671787.32,1046990.4,1358131.92,336516.48,3433914.42
200311,770318.25,139611.48,1198817,564795.3,2171963.24,712920.65,1140181.84,1360640,340955.37,3642095.5
200312,798024.24,143533.38,1220256.8,565571.52,2210532.36,708381.18,1144276.1,1380420.51,342581.52,3676004.07
200401,821468.34,160911.18,1301301.69,641909.58,2256314.49,759724.99,1118889.97,1453261,361553.64,3830517.28
200402,822082.1,158870,1291820.22,644403.2,2355881.31,767970.6,1123605.22,1495991.8,367505.46,3916564.35
200403,856501.6,158273.28,1312053.33,671724.2,2283734.64,761584.32,1191227.7,1506924.72,373436.19,3982665.31
200404,850663.44,156312.09,1307561.57,670283.6,2222170.65,742538.72,1193021.3,1445324.88,376856.1,3870901.8
200405,863037,159792.92,1303402.86,684286.8,2112508.8,736166.43,1159815.9,1496356.29,362716.92,3711758.4
200406,843228.6,156657.9,1320829.96,681521.57,2211743.52,714237.7,1161395.92,1486262.25,365862.66,3780767.3
200407,854680.67,189824.8,1371355.44,722546.6,2391828.05,771187.5,1174112.72,1571393.74,389579.68,3791197.04
200408,804399.96,180642.02,1314619.52,745839.4,2183547.73,755280.27,1125045,1475991,392693.28,3693931.45
200409,809622.4,176015.12,1328219.92,732116.16,2085149.34,764190.39,1110789.18,1497353,405381.76,3748024.07
200410,791950.5,180111.75,1350498.36,796818.24,2150455.64,739280.96,1138200.7,1474679.88,410149.6,3770792.87
200411,814144.5,175091.28,1330138.4,801584.64,2257078.32,760390.8,1172888.64,1438045.16,426503.84,3792305.38
200412,848479.56,187056.24,1420642.16,851323.68,2352480,764669.01,1213600.5,1442625.9,441662.1,3952185.16
200501,885939.84,195625.84,1455767.25,833241.6,2416519.44,796306.35,1253661.88,1521415.68,451147.4,4113920.88
200502,884679.4,182266.86,1427586.03,858297.6,2267222.04,761969.66,1239589.12,1456815.62,458370,4008924.42
200503,888743.61,181131,1479547.44,1018360.2,2260261.77,725796.63,1235740.8,1488677.4,467043.5,4000785.66
200504,877474.22,167290.2,1452010.59,983195.22,2203423.23,724397.96,1234116.45,1478542.36,468498.8,3888176.74
200505,868026.24,148536.64,1381090.2,923318.76,2100285.8,707544.4,1166989.68,1534219.5,477343.9,3815403.3
200506,885373.64,160888.56,1413855.44,938670.6,2259596.3,711160.98,1240398.28,1552682.3,483798.7,3932643.9
200507,884707.74,171214.14,1393089.96,1014631.55,2337184.92,746656.77,1291154.24,1549231.5,517047,4300750.56
200508,905543.1,179667.18,1470519.1,1050066.54,2463912.54,717560.16,1354288.92,1605560.88,531458.88,4394890.95
200509,905464.26,174278.61,1446515.2,1106855.55,2440179.36,709228.96,1277072.79,1593447.57,535577.7,4311408.64
200510,903647.1,165574.92,1398420.7,1184181.84,2455932.15,697522.14,1246331.24,1561804,557894.34,4350717.03
200511,886482.57,158373.88,1363004.15,1065117.2,2414077.43,655097.3,1260134.4,1507060.5,518934.42,4395059.79
200512,893481.61,161452.62,1416839.48,1074483,2565395.24,670020.56,1306965.18,1526398.03,515733.13,4579628.32
200601,884235.04,159826.56,1435741.8,1077727.43,2513587.2,651657.6,1297557.3,1553762.82,520633.94,4544561.35
200602,885391.52,169384.32,1501211.79,1214446.85,2593465.92,668601.18,1320786.15,1585578.42,535744.3,4604482.8
200603,894378.69,168397.95,1515412.86,1110605.77,2556078.58,684151.1,1335755.2,1590610.58,534806.4,4634883.09
200604,901176.57,171124.18,1557964.8,1120815.84,2630055.95,696491.75,1363422.06,1537708.4,505212.96,4703242.96
200605,909943.75,171794.4,1612497.28,1172548.44,2597109.39,672637.02,1337409.96,1504852.92,513552.6,4792045.44
200606,915743.15,172292.6,1549685,1128815.94,2415173.4,664195.84,1300110.26,1467206,519303.51,4619843.06
200607,903250.3,179855.23,1606893.6,1178415.03,2393929.36,784513.68,1325856.4,1485615.32,549408.18,4690871.04
200608,933679.39,174029.08,1544377.92,1216244.4,2292927,799059.74,1267992.48,1547758.95,570861.31,4631517.36
200609,961689.75,177223.52,1572922.8,1169249.76,2452768.96,816538.25,1290846.61,1578748.6,581703.66,4694505.75
200610,954404.64,184563.75,1598592,1127393.62,2535316.3,843883.2,1362744.42,1605035.32,567954.95,4816368.24
