Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
198210,0.85,1.06,1.3,1.29,0.68,1.55,0.86,0.48,1.56,1.27
198211,0.85,1.06,1.3,1.29,0.68,1.55,0.86,0.48,1.56,1.27
198212,0.85,1.06,1.3,1.29,0.68,1.55,0.86,0.48,1.56,1.27
198301,0.85,1.06,1.3,1.29,0.68,1.55,0.86,0.48,1.56,1.27
198302,0.85,1.06,1.3,1.29,0.68,1.55,0.86,0.48,1.56,1.27
198303,0.85,1.06,1.3,1.29,0.68,1.55,0.86,0.48,1.56,1.27
198304,0.85,1.06,1.3,1.29,0.68,1.55,0.86,0.48,1.56,1.27
198305,0.85,1.06,1.3,1.29,0.68,1.55,0.86,0.48,1.56,1.27
198306,0.85,1.06,1.3,1.29,0.68,1.55,0.86,0.48,1.56,1.27
198307,0.59,0.6,0.82,1.06,0.34,1.18,0.45,0.34,1.33,0.81
198308,0.59,0.6,0.82,1.06,0.34,1.18,0.45,0.34,1.33,0.81
198309,0.59,0.6,0.82,1.06,0.34,1.18,0.45,0.34,1.33,0.81
198310,0.59,0.6,0.82,1.06,0.34,1.18,0.45,0.34,1.33,0.81
198311,0.59,0.6,0.82,1.06,0.34,1.18,0.45,0.34,1.33,0.81
198312,0.59,0.6,0.82,1.06,0.34,1.18,0.45,0.34,1.33,0.81
198401,0.59,0.6,0.82,1.06,0.34,1.18,0.45,0.34,1.33,0.81
198402,0.59,0.6,0.82,1.06,0.34,1.18,0.45,0.34,1.33,0.81
198403,0.59,0.6,0.82,1.06,0.34,1.18,0.45,0.34,1.33,0.81
198404,0.59,0.6,0.82,1.06,0.34,1.18,0.45,0.34,1.33,0.81
198405,0.59,0.6,0.82,1.06,0.34,1.18,0.45,0.34,1.33,0.81
198406,0.59,0.6,0.82,1.06,0.34,1.18,0.45,0.34,1.33,0.81
198407,0.62,0.75,0.9,1.09,0.47,1.18,0.59,0.46,1.56,1.04
198408,0.62,0.75,0.9,1.09,0.47,1.18,0.59,0.46,1.56,1.04
198409,0.62,0.75,0.9,1.09,0.47,1.18,0.59,0.46,1.56,1.04
198410,0.62,0.75,0.9,1.09,0.47,1.18,0.59,0.46,1.56,1.04
198411,0.62,0.75,0.9,1.09,0.47,1.18,0.59,0.46,1.56,1.04
198412,0.62,0.75,0.9,1.09,0.47,1.18,0.59,0.46,1.56,1.04
198501,0.62,0.75,0.9,1.09,0.47,1.18,0.59,0.46,1.56,1.04
198502,0.62,0.75,0.9,1.09,0.47,1.18,0.59,0.46,1.56,1.04
198503,0.62,0.75,0.9,1.09,0.47,1.18,0.59,0.46,1.56,1.04
198504,0.62,0.75,0.9,1.09,0.47,1.18,0.59,0.46,1.56,1.04
198505,0.62,0.75,0.9,1.09,0.47,1.18,0.59,0.46,1.56,1.04
198506,0.62,0.75,0.9,1.09,0.47,1.18,0.59,0.46,1.56,1.04
198507,0.5,0.74,0.79,1.06,0.5,0.85,0.5,0.38,1.21,0.82
198508,0.5,0.74,0.79,1.06,0.5,0.85,0.5,0.38,1.21,0.82
198509,0.5,0.74,0.79,1.06,0.5,0.85,0.5,0.38,1.21,0.82
198510,0.5,0.74,0.79,1.06,0.5,0.85,0.5,0.38,1.21,0.82
198511,0.5,0.74,0.79,1.06,0.5,0.85,0.5,0.38,1.21,0.82
198512,0.5,0.74,0.79,1.06,0.5,0.85,0.5,0.38,1.21,0.82
198601,0.5,0.74,0.79,1.06,0.5,0.85,0.5,0.38,1.21,0.82
198602,0.5,0.74,0.79,1.06,0.5,0.85,0.5,0.38,1.21,0.82
198603,0.5,0.74,0.79,1.06,0.5,0.85,0.5,0.38,1.21,0.82
198604,0.5,0.74,0.79,1.06,0.5,0.85,0.5,0.38,1.21,0.82
198605,0.5,0.74,0.79,1.06,0.5,0.85,0.5,0.38,1.21,0.82
198606,0.5,0.74,0.79,1.06,0.5,0.85,0.5,0.38,1.21,0.82
198607,0.34,0.66,0.59,1.08,0.45,0.75,0.37,0.28,1.07,0.64
198608,0.34,0.66,0.59,1.08,0.45,0.75,0.37,0.28,1.07,0.64
198609,0.34,0.66,0.59,1.08,0.45,0.75,0.37,0.28,1.07,0.64
198610,0.34,0.66,0.59,1.08,0.45,0.75,0.37,0.28,1.07,0.64
198611,0.34,0.66,0.59,1.08,0.45,0.75,0.37,0.28,1.07,0.64
198612,0.34,0.66,0.59,1.08,0.45,0.75,0.37,0.28,1.07,0.64
198701,0.34,0.66,0.59,1.08,0.45,0.75,0.37,0.28,1.07,0.64
198702,0.34,0.66,0.59,1.08,0.45,0.75,0.37,0.28,1.07,0.64
198703,0.34,0.66,0.59,1.08,0.45,0.75,0.37,0.28,1.07,0.64
198704,0.34,0.66,0.59,1.08,0.45,0.75,0.37,0.28,1.07,0.64
198705,0.34,0.66,0.59,1.08,0.45,0.75,0.37,0.28,1.07,0.64
198706,0.34,0.66,0.59,1.08,0.45,0.75,0.37,0.28,1.07,0.64
198707,0.35,0.57,0.49,0.74,0.38,0.72,0.36,0.25,1.09,0.64
198708,0.35,0.57,0.49,0.74,0.38,0.72,0.36,0.25,1.09,0.64
198709,0.35,0.57,0.49,0.74,0.38,0.72,0.36,0.25,1.09,0.64
198710,0.35,0.57,0.49,0.74,0.38,0.72,0.36,0.25,1.09,0.64
198711,0.35,0.57,0.49,0.74,0.38,0.72,0.36,0.25,1.09,0.64
198712,0.35,0.57,0.49,0.74,0.38,0.72,0.36,0.25,1.09,0.64
198801,0.35,0.57,0.49,0.74,0.38,0.72,0.36,0.25,1.09,0.64
198802,0.35,0.57,0.49,0.74,0.38,0.72,0.36,0.25,1.09,0.64
198803,0.35,0.57,0.49,0.74,0.38,0.72,0.36,0.25,1.09,0.64
198804,0.35,0.57,0.49,0.74,0.38,0.72,0.36,0.25,1.09,0.64
198805,0.35,0.57,0.49,0.74,0.38,0.72,0.36,0.25,1.09,0.64
198806,0.35,0.57,0.49,0.74,0.38,0.72,0.36,0.25,1.09,0.64
198807,0.41,0.82,0.56,0.85,0.49,0.76,0.5,0.31,1.23,0.74
198808,0.41,0.82,0.56,0.85,0.49,0.76,0.5,0.31,1.23,0.74
198809,0.41,0.82,0.56,0.85,0.49,0.76,0.5,0.31,1.23,0.74
198810,0.41,0.82,0.56,0.85,0.49,0.76,0.5,0.31,1.23,0.74
198811,0.41,0.82,0.56,0.85,0.49,0.76,0.5,0.31,1.23,0.74
198812,0.41,0.82,0.56,0.85,0.49,0.76,0.5,0.31,1.23,0.74
198901,0.41,0.82,0.56,0.85,0.49,0.76,0.5,0.31,1.23,0.74
198902,0.41,0.82,0.56,0.85,0.49,0.76,0.5,0.31,1.23,0.74
198903,0.41,0.82,0.56,0.85,0.49,0.76,0.5,0.31,1.23,0.74
198904,0.41,0.82,0.56,0.85,0.49,0.76,0.5,0.31,1.23,0.74
198905,0.41,0.82,0.56,0.85,0.49,0.76,0.5,0.31,1.23,0.74
198906,0.41,0.82,0.56,0.85,0.49,0.76,0.5,0.31,1.23,0.74
198907,0.33,0.95,0.59,0.77,0.56,0.56,0.45,0.28,1.11,0.67
198908,0.33,0.95,0.59,0.77,0.56,0.56,0.45,0.28,1.11,0.67
198909,0.33,0.95,0.59,0.77,0.56,0.56,0.45,0.28,1.11,0.67
198910,0.33,0.95,0.59,0.77,0.56,0.56,0.45,0.28,1.11,0.67
198911,0.33,0.95,0.59,0.77,0.56,0.56,0.45,0.28,1.11,0.67
198912,0.33,0.95,0.59,0.77,0.56,0.56,0.45,0.28,1.11,0.67
199001,0.33,0.95,0.59,0.77,0.56,0.56,0.45,0.28,1.11,0.67
199002,0.33,0.95,0.59,0.77,0.56,0.56,0.45,0.28,1.11,0.67
199003,0.33,0.95,0.59,0.77,0.56,0.56,0.45,0.28,1.11,0.67
199004,0.33,0.95,0.59,0.77,0.56,0.56,0.45,0.28,1.11,0.67
199005,0.33,0.95,0.59,0.77,0.56,0.56,0.45,0.28,1.11,0.67
199006,0.33,0.95,0.59,0.77,0.56,0.56,0.45,0.28,1.11,0.67
199007,0.33,1.05,0.56,0.68,0.51,0.54,0.4,0.21,1.09,0.7
199008,0.33,1.05,0.56,0.68,0.51,0.54,0.4,0.21,1.09,0.7
199009,0.33,1.05,0.56,0.68,0.51,0.54,0.4,0.21,1.09,0.7
199010,0.33,1.05,0.56,0.68,0.51,0.54,0.4,0.21,1.09,0.7
199011,0.33,1.05,0.56,0.68,0.51,0.54,0.4,0.21,1.09,0.7
199012,0.33,1.05,0.56,0.68,0.51,0.54,0.4,0.21,1.09,0.7
199101,0.33,1.05,0.56,0.68,0.51,0.54,0.4,0.21,1.09,0.7
199102,0.33,1.05,0.56,0.68,0.51,0.54,0.4,0.21,1.09,0.7
199103,0.33,1.05,0.56,0.68,0.51,0.54,0.4,0.21,1.09,0.7
199104,0.33,1.05,0.56,0.68,0.51,0.54,0.4,0.21,1.09,0.7
199105,0.33,1.05,0.56,0.68,0.51,0.54,0.4,0.21,1.09,0.7
199106,0.33,1.05,0.56,0.68,0.51,0.54,0.4,0.21,1.09,0.7
199107,0.31,1.09,0.59,0.7,0.58,0.62,0.37,0.19,1.1,0.73
199108,0.31,1.09,0.59,0.7,0.58,0.62,0.37,0.19,1.1,0.73
199109,0.31,1.09,0.59,0.7,0.58,0.62,0.37,0.19,1.1,0.73
199110,0.31,1.09,0.59,0.7,0.58,0.62,0.37,0.19,1.1,0.73
199111,0.31,1.09,0.59,0.7,0.58,0.62,0.37,0.19,1.1,0.73
199112,0.31,1.09,0.59,0.7,0.58,0.62,0.37,0.19,1.1,0.73
199201,0.31,1.09,0.59,0.7,0.58,0.62,0.37,0.19,1.1,0.73
199202,0.31,1.09,0.59,0.7,0.58,0.62,0.37,0.19,1.1,0.73
199203,0.31,1.09,0.59,0.7,0.58,0.62,0.37,0.19,1.1,0.73
199204,0.31,1.09,0.59,0.7,0.58,0.62,0.37,0.19,1.1,0.73
199205,0.31,1.09,0.59,0.7,0.58,0.62,0.37,0.19,1.1,0.73
199206,0.31,1.09,0.59,0.7,0.58,0.62,0.37,0.19,1.1,0.73
199207,0.3,0.8,0.53,0.71,0.49,0.57,0.35,0.21,0.97,0.62
199208,0.3,0.8,0.53,0.71,0.49,0.57,0.35,0.21,0.97,0.62
199209,0.3,0.8,0.53,0.71,0.49,0.57,0.35,0.21,0.97,0.62
199210,0.3,0.8,0.53,0.71,0.49,0.57,0.35,0.21,0.97,0.62
199211,0.3,0.8,0.53,0.71,0.49,0.57,0.35,0.21,0.97,0.62
199212,0.3,0.8,0.53,0.71,0.49,0.57,0.35,0.21,0.97,0.62
199301,0.3,0.8,0.53,0.71,0.49,0.57,0.35,0.21,0.97,0.62
199302,0.3,0.8,0.53,0.71,0.49,0.57,0.35,0.21,0.97,0.62
199303,0.3,0.8,0.53,0.71,0.49,0.57,0.35,0.21,0.97,0.62
199304,0.3,0.8,0.53,0.71,0.49,0.57,0.35,0.21,0.97,0.62
199305,0.3,0.8,0.53,0.71,0.49,0.57,0.35,0.21,0.97,0.62
199306,0.3,0.8,0.53,0.71,0.49,0.57,0.35,0.21,0.97,0.62
199307,0.32,0.35,0.43,0.58,0.37,0.43,0.33,0.26,0.83,0.54
199308,0.32,0.35,0.43,0.58,0.37,0.43,0.33,0.26,0.83,0.54
199309,0.32,0.35,0.43,0.58,0.37,0.43,0.33,0.26,0.83,0.54
199310,0.32,0.35,0.43,0.58,0.37,0.43,0.33,0.26,0.83,0.54
199311,0.32,0.35,0.43,0.58,0.37,0.43,0.33,0.26,0.83,0.54
199312,0.32,0.35,0.43,0.58,0.37,0.43,0.33,0.26,0.83,0.54
199401,0.32,0.35,0.43,0.58,0.37,0.43,0.33,0.26,0.83,0.54
199402,0.32,0.35,0.43,0.58,0.37,0.43,0.33,0.26,0.83,0.54
199403,0.32,0.35,0.43,0.58,0.37,0.43,0.33,0.26,0.83,0.54
199404,0.32,0.35,0.43,0.58,0.37,0.43,0.33,0.26,0.83,0.54
199405,0.32,0.35,0.43,0.58,0.37,0.43,0.33,0.26,0.83,0.54
199406,0.32,0.35,0.43,0.58,0.37,0.43,0.33,0.26,0.83,0.54
199407,0.28,0.31,0.36,0.49,0.34,0.32,0.35,0.27,0.76,0.58
199408,0.28,0.31,0.36,0.49,0.34,0.32,0.35,0.27,0.76,0.58
199409,0.28,0.31,0.36,0.49,0.34,0.32,0.35,0.27,0.76,0.58
199410,0.28,0.31,0.36,0.49,0.34,0.32,0.35,0.27,0.76,0.58
199411,0.28,0.31,0.36,0.49,0.34,0.32,0.35,0.27,0.76,0.58
199412,0.28,0.31,0.36,0.49,0.34,0.32,0.35,0.27,0.76,0.58
199501,0.28,0.31,0.36,0.49,0.34,0.32,0.35,0.27,0.76,0.58
199502,0.28,0.31,0.36,0.49,0.34,0.32,0.35,0.27,0.76,0.58
199503,0.28,0.31,0.36,0.49,0.34,0.32,0.35,0.27,0.76,0.58
199504,0.28,0.31,0.36,0.49,0.34,0.32,0.35,0.27,0.76,0.58
199505,0.28,0.31,0.36,0.49,0.34,0.32,0.35,0.27,0.76,0.58
199506,0.28,0.31,0.36,0.49,0.34,0.32,0.35,0.27,0.76,0.58
199507,0.25,0.39,0.33,0.44,0.23,0.32,0.34,0.22,0.7,0.52
199508,0.25,0.39,0.33,0.44,0.23,0.32,0.34,0.22,0.7,0.52
199509,0.25,0.39,0.33,0.44,0.23,0.32,0.34,0.22,0.7,0.52
199510,0.25,0.39,0.33,0.44,0.23,0.32,0.34,0.22,0.7,0.52
199511,0.25,0.39,0.33,0.44,0.23,0.32,0.34,0.22,0.7,0.52
199512,0.25,0.39,0.33,0.44,0.23,0.32,0.34,0.22,0.7,0.52
199601,0.25,0.39,0.33,0.44,0.23,0.32,0.34,0.22,0.7,0.52
199602,0.25,0.39,0.33,0.44,0.23,0.32,0.34,0.22,0.7,0.52
199603,0.25,0.39,0.33,0.44,0.23,0.32,0.34,0.22,0.7,0.52
199604,0.25,0.39,0.33,0.44,0.23,0.32,0.34,0.22,0.7,0.52
199605,0.25,0.39,0.33,0.44,0.23,0.32,0.34,0.22,0.7,0.52
199606,0.25,0.39,0.33,0.44,0.23,0.32,0.34,0.22,0.7,0.52
199607,0.21,0.42,0.3,0.37,0.23,0.24,0.31,0.18,0.64,0.48
199608,0.21,0.42,0.3,0.37,0.23,0.24,0.31,0.18,0.64,0.48
199609,0.21,0.42,0.3,0.37,0.23,0.24,0.31,0.18,0.64,0.48
199610,0.21,0.42,0.3,0.37,0.23,0.24,0.31,0.18,0.64,0.48
199611,0.21,0.42,0.3,0.37,0.23,0.24,0.31,0.18,0.64,0.48
199612,0.21,0.42,0.3,0.37,0.23,0.24,0.31,0.18,0.64,0.48
199701,0.21,0.42,0.3,0.37,0.23,0.24,0.31,0.18,0.64,0.48
199702,0.21,0.42,0.3,0.37,0.23,0.24,0.31,0.18,0.64,0.48
199703,0.21,0.42,0.3,0.37,0.23,0.24,0.31,0.18,0.64,0.48
199704,0.21,0.42,0.3,0.37,0.23,0.24,0.31,0.18,0.64,0.48
199705,0.21,0.42,0.3,0.37,0.23,0.24,0.31,0.18,0.64,0.48
199706,0.21,0.42,0.3,0.37,0.23,0.24,0.31,0.18,0.64,0.48
199707,0.18,0.43,0.24,0.33,0.19,0.3,0.3,0.15,0.67,0.39
199708,0.18,0.43,0.24,0.33,0.19,0.3,0.3,0.15,0.67,0.39
199709,0.18,0.43,0.24,0.33,0.19,0.3,0.3,0.15,0.67,0.39
199710,0.18,0.43,0.24,0.33,0.19,0.3,0.3,0.15,0.67,0.39
199711,0.18,0.43,0.24,0.33,0.19,0.3,0.3,0.15,0.67,0.39
199712,0.18,0.43,0.24,0.33,0.19,0.3,0.3,0.15,0.67,0.39
199801,0.18,0.43,0.24,0.33,0.19,0.3,0.3,0.15,0.67,0.39
199802,0.18,0.43,0.24,0.33,0.19,0.3,0.3,0.15,0.67,0.39
199803,0.18,0.43,0.24,0.33,0.19,0.3,0.3,0.15,0.67,0.39
199804,0.18,0.43,0.24,0.33,0.19,0.3,0.3,0.15,0.67,0.39
199805,0.18,0.43,0.24,0.33,0.19,0.3,0.3,0.15,0.67,0.39
199806,0.18,0.43,0.24,0.33,0.19,0.3,0.3,0.15,0.67,0.39
199807,0.16,0.3,0.23,0.32,0.16,0.22,0.23,0.12,0.54,0.33
199808,0.16,0.3,0.23,0.32,0.16,0.22,0.23,0.12,0.54,0.33
199809,0.16,0.3,0.23,0.32,0.16,0.22,0.23,0.12,0.54,0.33
199810,0.16,0.3,0.23,0.32,0.16,0.22,0.23,0.12,0.54,0.33
199811,0.16,0.3,0.23,0.32,0.16,0.22,0.23,0.12,0.54,0.33
199812,0.16,0.3,0.23,0.32,0.16,0.22,0.23,0.12,0.54,0.33
199901,0.16,0.3,0.23,0.32,0.16,0.22,0.23,0.12,0.54,0.33
199902,0.16,0.3,0.23,0.32,0.16,0.22,0.23,0.12,0.54,0.33
199903,0.16,0.3,0.23,0.32,0.16,0.22,0.23,0.12,0.54,0.33
199904,0.16,0.3,0.23,0.32,0.16,0.22,0.23,0.12,0.54,0.33
199905,0.16,0.3,0.23,0.32,0.16,0.22,0.23,0.12,0.54,0.33
199906,0.16,0.3,0.23,0.32,0.16,0.22,0.23,0.12,0.54,0.33
199907,0.17,0.32,0.23,0.28,0.11,0.18,0.21,0.12,0.55,0.35
199908,0.17,0.32,0.23,0.28,0.11,0.18,0.21,0.12,0.55,0.35
199909,0.17,0.32,0.23,0.28,0.11,0.18,0.21,0.12,0.55,0.35
199910,0.17,0.32,0.23,0.28,0.11,0.18,0.21,0.12,0.55,0.35
199911,0.17,0.32,0.23,0.28,0.11,0.18,0.21,0.12,0.55,0.35
199912,0.17,0.32,0.23,0.28,0.11,0.18,0.21,0.12,0.55,0.35
200001,0.17,0.32,0.23,0.28,0.11,0.18,0.21,0.12,0.55,0.35
200002,0.17,0.32,0.23,0.28,0.11,0.18,0.21,0.12,0.55,0.35
200003,0.17,0.32,0.23,0.28,0.11,0.18,0.21,0.12,0.55,0.35
200004,0.17,0.32,0.23,0.28,0.11,0.18,0.21,0.12,0.55,0.35
200005,0.17,0.32,0.23,0.28,0.11,0.18,0.21,0.12,0.55,0.35
200006,0.17,0.32,0.23,0.28,0.11,0.18,0.21,0.12,0.55,0.35
200007,0.23,0.52,0.31,0.29,0.08,0.29,0.25,0.1,0.61,0.35
200008,0.23,0.52,0.31,0.29,0.08,0.29,0.25,0.1,0.61,0.35
200009,0.23,0.52,0.31,0.29,0.08,0.29,0.25,0.1,0.61,0.35
200010,0.23,0.52,0.31,0.29,0.08,0.29,0.25,0.1,0.61,0.35
200011,0.23,0.52,0.31,0.29,0.08,0.29,0.25,0.1,0.61,0.35
200012,0.23,0.52,0.31,0.29,0.08,0.29,0.25,0.1,0.61,0.35
200101,0.23,0.52,0.31,0.29,0.08,0.29,0.25,0.1,0.61,0.35
200102,0.23,0.52,0.31,0.29,0.08,0.29,0.25,0.1,0.61,0.35
200103,0.23,0.52,0.31,0.29,0.08,0.29,0.25,0.1,0.61,0.35
200104,0.23,0.52,0.31,0.29,0.08,0.29,0.25,0.1,0.61,0.35
200105,0.23,0.52,0.31,0.29,0.08,0.29,0.25,0.1,0.61,0.35
200106,0.23,0.52,0.31,0.29,0.08,0.29,0.25,0.1,0.61,0.35
200107,0.21,0.53,0.34,0.32,0.23,0.52,0.26,0.12,0.51,0.35
200108,0.21,0.53,0.34,0.32,0.23,0.52,0.26,0.12,0.51,0.35
200109,0.21,0.53,0.34,0.32,0.23,0.52,0.26,0.12,0.51,0.35
200110,0.21,0.53,0.34,0.32,0.23,0.52,0.26,0.12,0.51,0.35
200111,0.21,0.53,0.34,0.32,0.23,0.52,0.26,0.12,0.51,0.35
200112,0.21,0.53,0.34,0.32,0.23,0.52,0.26,0.12,0.51,0.35
200201,0.21,0.53,0.34,0.32,0.23,0.52,0.26,0.12,0.51,0.35
200202,0.21,0.53,0.34,0.32,0.23,0.52,0.26,0.12,0.51,0.35
200203,0.21,0.53,0.34,0.32,0.23,0.52,0.26,0.12,0.51,0.35
200204,0.21,0.53,0.34,0.32,0.23,0.52,0.26,0.12,0.51,0.35
200205,0.21,0.53,0.34,0.32,0.23,0.52,0.26,0.12,0.51,0.35
200206,0.21,0.53,0.34,0.32,0.23,0.52,0.26,0.12,0.51,0.35
200207,0.23,0.42,0.32,0.37,0.34,0.68,0.26,0.17,0.65,0.46
200208,0.23,0.42,0.32,0.37,0.34,0.68,0.26,0.17,0.65,0.46
200209,0.23,0.42,0.32,0.37,0.34,0.68,0.26,0.17,0.65,0.46
200210,0.23,0.42,0.32,0.37,0.34,0.68,0.26,0.17,0.65,0.46
200211,0.23,0.42,0.32,0.37,0.34,0.68,0.26,0.17,0.65,0.46
200212,0.23,0.42,0.32,0.37,0.34,0.68,0.26,0.17,0.65,0.46
200301,0.23,0.42,0.32,0.37,0.34,0.68,0.26,0.17,0.65,0.46
200302,0.23,0.42,0.32,0.37,0.34,0.68,0.26,0.17,0.65,0.46
200303,0.23,0.42,0.32,0.37,0.34,0.68,0.26,0.17,0.65,0.46
200304,0.23,0.42,0.32,0.37,0.34,0.68,0.26,0.17,0.65,0.46
200305,0.23,0.42,0.32,0.37,0.34,0.68,0.26,0.17,0.65,0.46
200306,0.23,0.42,0.32,0.37,0.34,0.68,0.26,0.17,0.65,0.46
200307,0.25,0.39,0.32,0.42,0.3,0.52,0.3,0.18,0.64,0.47
200308,0.25,0.39,0.32,0.42,0.3,0.52,0.3,0.18,0.64,0.47
200309,0.25,0.39,0.32,0.42,0.3,0.52,0.3,0.18,0.64,0.47
200310,0.25,0.39,0.32,0.42,0.3,0.52,0.3,0.18,0.64,0.47
200311,0.25,0.39,0.32,0.42,0.3,0.52,0.3,0.18,0.64,0.47
200312,0.25,0.39,0.32,0.42,0.3,0.52,0.3,0.18,0.64,0.47
200401,0.25,0.39,0.32,0.42,0.3,0.52,0.3,0.18,0.64,0.47
200402,0.25,0.39,0.32,0.42,0.3,0.52,0.3,0.18,0.64,0.47
200403,0.25,0.39,0.32,0.42,0.3,0.52,0.3,0.18,0.64,0.47
200404,0.25,0.39,0.32,0.42,0.3,0.52,0.3,0.18,0.64,0.47
200405,0.25,0.39,0.32,0.42,0.3,0.52,0.3,0.18,0.64,0.47
200406,0.25,0.39,0.32,0.42,0.3,0.52,0.3,0.18,0.64,0.47
200407,0.24,0.45,0.26,0.39,0.24,0.56,0.29,0.21,0.6,0.44
200408,0.24,0.45,0.26,0.39,0.24,0.56,0.29,0.21,0.6,0.44
200409,0.24,0.45,0.26,0.39,0.24,0.56,0.29,0.21,0.6,0.44
200410,0.24,0.45,0.26,0.39,0.24,0.56,0.29,0.21,0.6,0.44
200411,0.24,0.45,0.26,0.39,0.24,0.56,0.29,0.21,0.6,0.44
200412,0.24,0.45,0.26,0.39,0.24,0.56,0.29,0.21,0.6,0.44
200501,0.24,0.45,0.26,0.39,0.24,0.56,0.29,0.21,0.6,0.44
200502,0.24,0.45,0.26,0.39,0.24,0.56,0.29,0.21,0.6,0.44
200503,0.24,0.45,0.26,0.39,0.24,0.56,0.29,0.21,0.6,0.44
200504,0.24,0.45,0.26,0.39,0.24,0.56,0.29,0.21,0.6,0.44
200505,0.24,0.45,0.26,0.39,0.24,0.56,0.29,0.21,0.6,0.44
200506,0.24,0.45,0.26,0.39,0.24,0.56,0.29,0.21,0.6,0.44
200507,0.27,0.57,0.3,0.34,0.28,0.49,0.29,0.23,0.48,0.48
200508,0.27,0.57,0.3,0.34,0.28,0.49,0.29,0.23,0.48,0.48
200509,0.27,0.57,0.3,0.34,0.28,0.49,0.29,0.23,0.48,0.48
200510,0.27,0.57,0.3,0.34,0.28,0.49,0.29,0.23,0.48,0.48
200511,0.27,0.57,0.3,0.34,0.28,0.49,0.29,0.23,0.48,0.48
200512,0.27,0.57,0.3,0.34,0.28,0.49,0.29,0.23,0.48,0.48
200601,0.27,0.57,0.3,0.34,0.28,0.49,0.29,0.23,0.48,0.48
200602,0.27,0.57,0.3,0.34,0.28,0.49,0.29,0.23,0.48,0.48
200603,0.27,0.57,0.3,0.34,0.28,0.49,0.29,0.23,0.48,0.48
200604,0.27,0.57,0.3,0.34,0.28,0.49,0.29,0.23,0.48,0.48
200605,0.27,0.57,0.3,0.34,0.28,0.49,0.29,0.23,0.48,0.48
200606,0.27,0.57,0.3,0.34,0.28,0.49,0.29,0.23,0.48,0.48
200607,0.28,0.45,0.27,0.36,0.27,0.49,0.3,0.25,0.47,0.47
200608,0.28,0.45,0.27,0.36,0.27,0.49,0.3,0.25,0.47,0.47
200609,0.28,0.45,0.27,0.36,0.27,0.49,0.3,0.25,0.47,0.47
200610,0.28,0.45,0.27,0.36,0.27,0.49,0.3,0.25,0.47,0.47
200611,0.28,0.45,0.27,0.36,0.27,0.49,0.3,0.25,0.47,0.47
200612,0.28,0.45,0.27,0.36,0.27,0.49,0.3,0.25,0.47,0.47
200701,0.28,0.45,0.27,0.36,0.27,0.49,0.3,0.25,0.47,0.47
200702,0.28,0.45,0.27,0.36,0.27,0.49,0.3,0.25,0.47,0.47
200703,0.28,0.45,0.27,0.36,0.27,0.49,0.3,0.25,0.47,0.47
200704,0.28,0.45,0.27,0.36,0.27,0.49,0.3,0.25,0.47,0.47
200705,0.28,0.45,0.27,0.36,0.27,0.49,0.3,0.25,0.47,0.47
200706,0.28,0.45,0.27,0.36,0.27,0.49,0.3,0.25,0.47,0.47
200707,0.25,0.3,0.26,0.35,0.25,0.49,0.31,0.24,0.44,0.47
200708,0.25,0.3,0.26,0.35,0.25,0.49,0.31,0.24,0.44,0.47
200709,0.25,0.3,0.26,0.35,0.25,0.49,0.31,0.24,0.44,0.47
200710,0.25,0.3,0.26,0.35,0.25,0.49,0.31,0.24,0.44,0.47
200711,0.25,0.3,0.26,0.35,0.25,0.49,0.31,0.24,0.44,0.47
200712,0.25,0.3,0.26,0.35,0.25,0.49,0.31,0.24,0.44,0.47
200801,0.25,0.3,0.26,0.35,0.25,0.49,0.31,0.24,0.44,0.47
200802,0.25,0.3,0.26,0.35,0.25,0.49,0.31,0.24,0.44,0.47
200803,0.25,0.3,0.26,0.35,0.25,0.49,0.31,0.24,0.44,0.47
200804,0.25,0.3,0.26,0.35,0.25,0.49,0.31,0.24,0.44,0.47
200805,0.25,0.3,0.26,0.35,0.25,0.49,0.31,0.24,0.44,0.47
200806,0.25,0.3,0.26,0.35,0.25,0.49,0.31,0.24,0.44,0.47
200807,0.28,0.52,0.32,0.32,0.28,0.62,0.41,0.29,0.46,0.75
200808,0.28,0.52,0.32,0.32,0.28,0.62,0.41,0.29,0.46,0.75
200809,0.28,0.52,0.32,0.32,0.28,0.62,0.41,0.29,0.46,0.75
200810,0.28,0.52,0.32,0.32,0.28,0.62,0.41,0.29,0.46,0.75
200811,0.28,0.52,0.32,0.32,0.28,0.62,0.41,0.29,0.46,0.75
200812,0.28,0.52,0.32,0.32,0.28,0.62,0.41,0.29,0.46,0.75
200901,0.28,0.52,0.32,0.32,0.28,0.62,0.41,0.29,0.46,0.75
200902,0.28,0.52,0.32,0.32,0.28,0.62,0.41,0.29,0.46,0.75
200903,0.28,0.52,0.32,0.32,0.28,0.62,0.41,0.29,0.46,0.75
200904,0.28,0.52,0.32,0.32,0.28,0.62,0.41,0.29,0.46,0.75
200905,0.28,0.52,0.32,0.32,0.28,0.62,0.41,0.29,0.46,0.75
200906,0.28,0.52,0.32,0.32,0.28,0.62,0.41,0.29,0.46,0.75
200907,0.3,0.68,0.46,0.58,0.35,0.74,0.47,0.34,0.7,0.87
200908,0.3,0.68,0.46,0.58,0.35,0.74,0.47,0.34,0.7,0.87
200909,0.3,0.68,0.46,0.58,0.35,0.74,0.47,0.34,0.7,0.87
